Código Expediente;Obj;Organo;Procedimiento de adjudicación;Tipo de contrato;Importe de licitación;Importe de adjudicación;Identidad del adjudicatario;Ejercicio;M
CONMY20177500000061;i-180001 servicios postales y telegraficos-c.derivado scc 25/2016;INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL;Derivado de acuerdo marco;Servicios;159090.93;159090.93;SDAD ESTATAL CORREOS Y TELEGRAFOS;2017;
CONAD20175300000725;servicios postales 2018 a 30 de septiembre de 2019;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Servicios;550;550;SDAD ESTATAL CORREOS Y TELEGRAFOS;2017;
CONAD20171800001266;trans.esc.te.lr r 107: alcorisa-calanda.;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;1690.25;1690.25;LA HISPANO DE FUENTE EN SEGURES  SA;2017;
CONAD20175300000722;servicio de correos y telegrafos direccion provincial de zaragoza;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Servicios;264801.65;264801.65;SDAD ESTATAL CORREOS Y TELEGRAFOS;2017;
CONAD20171600000345;proc quirúrgicos radiocirugía -radioterapia 1sem18;SANIDAD;Derivado de acuerdo marco;Servicios;31800;20630;INSTITUTO MULTIDISCIPLINAR DE;2017;
CONMY20171000000297;spc-adquisicion de gps agrupacion de voluntarios de protección civil;PRESIDENCIA;Negociado;Suministros;26355;25695;ELECTROACUSTICA BARREU S.L.;2017;
CONAD20171800001269;servicios postales dpto. educación; cultura y deporte;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Servicios;90909.09;90909.09;SDAD ESTATAL CORREOS Y TELEGRAFOS;2017;
CONAD20171600000344;proc quirúrgicos radiocirugía y radioterapia 1sem2018;SANIDAD;Derivado de acuerdo marco;Servicios;31800;20630;INSTITUTO MULTIDISCIPLINAR DE;2017;
CONAD20175300000727;productos para la higiene personal 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;17183.55;17183.55;JUPER EBRO S.L.;2017;
CONAD20175100000219;suministro destructora papel oficina empleo ranillas;INSTITUTO ARAGONÉS DE EMPLEO;Derivado de acuerdo marco;Suministros;274;259;ARA PROFI SL;2017;
CONMY20175300000442;"s.a.;2017;conmy20175300000337;""
reforma interior de ""infanta isabel""";INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Obras;140495.87;122231.4;BERNA OBRAS Y PROYECTOS S.L.;2017;
CONAD20171700000020;conad 08/2017: arrendamiento equipo multifunción para sgt;INNOVACIÓN; INVESTIGACIÓN Y UNIVERSIDAD;Derivado de acuerdo marco;Suministros;4752;3795;SOLITIUM S.L.;2017;
CONMY20171800000126;dirección obra 9 uds. infantil cip arcosur;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;40182.04;33000;MAGEN ARQUITECTOS S.L.;2017;
CONMY20171800000127;dirección ejecucion obra 9 uds. infantil cip arcosur;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;40182.04;24000;FRAJ GARCIA GABRIEL;2017;
CONLT20177100000018;reparacion y repuestos egatel;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;12000;12000;EGATEL; SL;2017;
CONLT20177100000019;reparacion y repuestos ikusi;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;24000;24000;IKUSI ELECTRONICA; SL;2017;
CONLT20177100000020;reparacion y repuestos itelsis;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;30000;30000;SISTEMAS AUDIOVISUALES ITELSIS; SL;2017;
CONLT20177100000021;reparacion y repuestos mier;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;12000;12000;TRYO COMMUNICATION SYSTEMS SAU;2017;
CONMY20171300000090;mto. y conservacion marquesinas tipo urbano;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Servicios;34544.35;33320.35;ARFE MATERIALES DE CONSTRUCCION Y;2017;
CONMY20171800000325;instalación gas natural y reforma sala calderas ies d.miral jaca hu;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Obras;101228.73;90609;ARAGONESA DE INSTALACIONES Y;2017;
CONAD20175200000575;servicio de seguridad y vigilancia - julio 2017-junio 2018;SERVICIO ARAGONÉS DE SALUD;Derivado de acuerdo marco;Servicios;51117.11;42245.54;ILUNION SEGURIDAD S.A.;2017;
CONAD20171300000109;obras emergen. arreglo muro de contenc. crtra. a-2302. ólvega-santa cruz gr;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Negociado;Obras;107438.02;107438.02;SUMELZO S.A.;2017;
CONAD20171400000267;adquisición 10 copiadoras-impresoras-escaner;DESARROLLO RURAL Y SOSTENIBILIDAD;Derivado de acuerdo marco;Suministros;18181.82;13870;SOLITIUM S.L.;2017;
CONAD20175200000636;implantación y migración de gigas adsl a servicio de acceso indirecto;SERVICIO ARAGONÉS DE SALUD;Por administración;Suministros;8677.69;8677.69;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONAD20171800000256;silleria de oficina general;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;262.9;262.9;BALLAROL OFICINAS S.L.L.;2017;
CONAD20171800000257;carro de limpieza;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;86.5;86.5;CELQUISA S.L.LABORAL;2017;
CONAD20171000000172;suministro mobiliaio despachos jueces y letrados;PRESIDENCIA;Derivado de acuerdo marco;Suministros;19160.79;12328;CASTILLA INSTALACION DE OFICINAS SA;2017;
CONMY20171300000011;refuerzo de firme en ctra a-202 - tramo: calatayud-munebrega;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Obras;1565212.69;1168744.32;ACSA OBRAS E INFRAESTRUCTURAS SA;2017;
CONAD20175300000049;servicio de vigilancia hogar doz desde 1 de julio al 31 de diciembre;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Servicios;52998.6;46208.56;UTE-CIS COMPAÑIA INTEGRAL DE;2017;
CONMY20171800000176;redacción proyecto construcción nuevo ceip en binéfar (huesca);EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;87721.97;57000;HERNANDEZ PAREJO ANGEL MARIA;2017;
CONMY20171800000181;dirección ejecución construcción 12 uds. infantil cip parque venecia zarago;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;43840.8;27950;AL ARQUITECTOS TECNICOS Y;2017;
CONMY20171800000122;dirección ejecución obra 12 uds. infantil cip valdespartera iii;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;55574.44;27950;FUENTES MONCAYOLA SLP;2017;
CONAD20171600000230;sublote 3.2.h:cirugía general y digestiva/hospitalización;SANIDAD;Derivado de acuerdo marco;Servicios;33213.75;29825;CLINICA MONTPELLIER GRUPO HLA; SAU;2017;
CONAD20171600000231;sublote 3.2.h:cirugía general y digestiva/hospitalización;SANIDAD;Derivado de acuerdo marco;Servicios;33390.2;30073.61;CLINICA MONTECANAL SL;2017;
CONAD20171600000235;sublote 3.11.h:traumatología/hospitalización;SANIDAD;Derivado de acuerdo marco;Servicios;46458;39250;CAPITOLIO SA;2017;
CONAD20171600000236;sublote 3.11.h:traumatología/hospitalización expte nº 182/17;SANIDAD;Derivado de acuerdo marco;Servicios;75181.6;63250;CAPITOLIO SA;2017;
CONMY20175300000530;horno cocina;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;23130.34;22300;LAGAIN PROFESSIONAL S.L.;2017;
CONAD20175300000651;impuesto contaminación agua 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Por administración;Servicios;25500;25500;INSTITUTO ARAGONES DEL AGUA;2017;
CONAD20171300000380;emerg.lluvias en a-2302 y a-1503 mesones y brea;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Negociado;Obras;159504.13;159504.13;IDECON S.A.U.;2017;
CONMY20175300000549;proyecto de obras reforma edificio juzgados de la plaza del pilar;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Servicios;59042.5;45000;MAGEN ARQUITECTOS S.L.;2017;
CONAD20171200000141;contrato derivado suministro impresos carácter general;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;9090.91;9090.91;GRAFICAS ALOS S.A.;2017;
CONLT20175300000594;baberos 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;11298.23;9027;BARNA IMPORT MEDICA S.A.;2017;
CONLT20175300000596;guantes de vinilo 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;10936.6;10379.04;NACATUR 2 ESPAÑA S.L.;2017;
CONLT20175300000597;esponjas 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;5948.64;5832;JALSOSA S.L.;2017;
CONAD20175100000226;suministro de impresos de carácter general;INSTITUTO ARAGONÉS DE EMPLEO;Derivado de acuerdo marco;Suministros;3719.01;3719.01;GRAFICAS ALOS S.A.;2017;
CONAD20175100000233;suministro vehículo dirección provincial;INSTITUTO ARAGONÉS DE EMPLEO;Derivado de acuerdo marco;Suministros;13988.02;12937.27;CIVERA AUTOMOCION S.A.;2017;
CONAD20171300000443;sumin. vesturario para pers. conserv. subd. prov. hu; za y te- 2018 (ii);VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Derivado de acuerdo marco;Suministros;16346.11;16346.11;CONFECCIONES OROEL S.A.;2017;
CONAD20171600000369;suministro gas vía universitas; 36 - 2018-19;SANIDAD;Derivado de acuerdo marco;Suministros;34710.74;34710.74;NEXUS ENERGIA S.A.;2017;
CONLT20175300000573;carnes de aves y caza 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;31716.53;28258.41;DON JATE S.A.;2017;
CONLT20175300000574;huevos 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;9989.52;685.55;GIFRUTA S.L.;2017;
CONLT20175300000575;carnes de porcino 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;56928.14;49886.36;ELABORADOS LAS TORRES S.A.;2017;
CONLT20175300000576;productos cárnicos 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;23776.36;20987.05;DON JATE S.A.;2017;
CONLT20175300000577;embutidos 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;16982.77;10235.5;CARLOS BERMEJO S.L.;2017;
CONLT20175300000578;comestibles 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;50193.71;3183.12;CARLOS BERMEJO S.L.;2017;
CONLT20175300000579;conservas 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;18542.82;12716.68;CARLOS BERMEJO S.L.;2017;
CONLT20175300000580;aceite de oliva 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;27272.73;26045.45;DON JATE S.A.;2017;
CONLT20175300000581;pescado fresco 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;35965.27;34409.54;GIFRUTA S.L.;2017;
CONLT20175300000582;congelados 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;70773.92;6363.98;DISTRIBUCIONES RODRIGO S.A.;2017;
CONAD20177200000002;s2./2017 7 actuaciones area de explotacion y canon;INSTITUTO ARAGONÉS DEL AGUA;Por administración;Servicios;140867.5;140867.5;SDAD ARAGONESA DE GESTION;2017;
CONAD20171000000048;soporte de la aplicación srd durante el año 2017;PRESIDENCIA;Por administración;Servicios;24567.2;24567.2;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONLT20171600000087;ropa trabajo;SANIDAD;Derivado de acuerdo marco;Suministros;33.54;33.54;EL CORTE INGLES S.A.;2017;
CONLT20171600000088;ropa trabajo;SANIDAD;Derivado de acuerdo marco;Suministros;1.75;1.75;INSERCION Y TRABAJO SL;2017;
CONAD20171800000006;suministro gasóleo guardería dga;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;3966.94;3966.94;REPSOL COMERCIAL DE PRODUCTOS;2017;
CONAD20171400000050;2017 limpieza unidad de tecnologia vegetal;DESARROLLO RURAL Y SOSTENIBILIDAD;Derivado de acuerdo marco;Servicios;3634.36;3634.36;LIMPIEZA ACONDIC RESTAURAC EDI;2017;
CONAD20171600000064;procedimientos quirúrgicos - cirugia general;SANIDAD;Derivado de acuerdo marco;Servicios;6455.82;5715.87;UTE CLINICA DEL PILAR LEY 18/1982;2017;
CONAD20171300000025;obra emerg. estab. y consolid. marg. dcha. a-2206-ligüerre de cinca;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Negociado;Obras;247933.89;247933.89;EXCAVACIONES A.C.B. SL;2017;
CONMY20175300000056;servicio de recepcionista;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Negociado;Servicios;49079.93;49079.93;ATADI EMPLEO; S.L.U.;2017;
CONAD20175300000068;instalacion red wifi;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Por administración;Servicios;1950;1950;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONAD20171600000021;mantenimiento ascensores ramón y cajal; 68;SANIDAD;Abierto;Servicios;770;770;SCHINDLER S.A.;2017;
CONLT20175300000253;postres y derivados lacteos;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;5494.8;5356.87;CARLOS BERMEJO S.L.;2017;
CONLT20175300000254;pan y reposteria;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;8159.52;8159.52;IBAÑEZ SAEZ JUAN CARLOS;2017;
CONLT20175300000255;frutas y verduras 1er trimestre;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;4293.55;4050.2;FRUTAS YAGÜE SC;2017;
CONLT20175300000298;productos limpieza;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;8235.08;5136.52;JUPER EBRO S.L.;2017;
CONAD20171800000058;gasoleo archivos y museos 2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;18181.82;18181.82;REPSOL COMERCIAL DE PRODUCTOS;2017;
CONAD20171300000006;sum. vestuario personal consev. zaragoza-huesca-teruel 2017 (2);VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Derivado de acuerdo marco;Suministros;10400.16;10400.16;CONFECCIONES OROEL S.A.;2017;
CONAD20171600000027;mantenimiento cámaras vacunas frigorificas edif. r y c; 68;SANIDAD;Abierto;Servicios;750;750;ZARAGOZANA DEL FRIO S.L.;2017;
CONAD20171600000121;sublote 3.2h: cirugía general y digestiva/hospitalización;SANIDAD;Derivado de acuerdo marco;Servicios;103562.66;93215;CLINICA MONTECANAL SL;2017;
CONAD20171400000061;145 rb74007 servicio información en pn ordesa;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;347709.45;347709.45;SDAD ARAGONESA DE GESTION;2017;
CONAD20171200000043;gasóleo calefacción pz.los sitios; 7 (anexo 1084/2017);HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;5449;4949.08;REPSOL COMERCIAL DE PRODUCTOS;2017;
CONEX20175200000462;servicio procedimientos de diagnosticos: resonancias magneti;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;40290;31040;RADIOPIXEL S.L.;2017;
CONEX20175200000463;servicio procedimientos de diagnostico:resonancias magnetic;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;27675;23025;CLINICA MONTPELLIER GRUPO HLA; SAU;2017;
CONEX20175200000464;servicio procedimeinto de diagnosticos: resonancia diagnostc;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;23100;20210;DRA ROCA DIAGNOSTICO MEDICO S.L.;2017;
CONEX20175200000465;energia electrica baja tension tarifas 3.0a/3.1a/6.1;SERVICIO ARAGONÉS DE SALUD;Negociado;Suministros;1198347.09;1198347.02;ENDESA ENERGIA S.A.;2017;
CONEX20175200000466;energia electrica media tension superior a 36 kv;SERVICIO ARAGONÉS DE SALUD;Negociado;Suministros;2644628.1;2644628.09;ENDESA ENERGIA S.A.;2017;
CONLT20175300000360;embutidos 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;15142.89;8587.54;CARLOS BERMEJO S.L.;2017;
CONLT20175300000361;comestibles 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;44987.01;42669.62;NALICO S.L.;2017;
CONLT20175300000362;conservas 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;18220.45;17870.5;CARLOS BERMEJO S.L.;2017;
CONLT20175300000363;aceite 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;27272.73;25500;NALICO S.L.;2017;
CONLT20175300000364;pescado fresco 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;37599.44;36724.45;DON JATE S.A.;2017;
CONLT20175300000365;congelados 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;72611.41;63757.75;DISTRIBUCIONES RODRIGO S.A.;2017;
CONLT20175300000366;bebidas; refrescos y zumos 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;15848.38;13292.51;DON JATE S.A.;2017;
CONLT20175300000367;leche; postres y derivados lácteos 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;60505.25;51575.65;NALICO S.L.;2017;
CONLT20175300000368;pan y repostería 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;30678.84;30648.24;PANIFICADORA DE TERUEL S.A.;2017;
CONLT20175300000369;frutas y verduras 1º trimestre 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;19228.39;18065.61;DON JATE S.A.;2017;
CONLT20175300000370;frutas y verduras 2º trimestre 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;19052.28;17071.6;FRUTAS HEMANOS YAGÜE MUÑOZ SL;2017;
CONLT20177100000113;alojamiento/mantenimiento centros ajenos. ast_2017_009 lote 1;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Negociado;Servicios;175872.81;141921;RETEVISION I S.A.;2017;
CONLT20177100000114;alojamiento/mantenimiento centros ajenos ast_2017_009 lote 2;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Negociado;Servicios;60358.3;56093.46;RETEVISION I S.A.;2017;
CONLT20175500000042;carnes y derivados;INSTITUTO ARAGONÉS DE LA JUVENTUD;Abierto;Suministros;33865.15;30757.5;CAR TOÑO SL;2017;
CONLT20175500000043;ultramarinos y coloniales;INSTITUTO ARAGONÉS DE LA JUVENTUD;Abierto;Suministros;46394.1;34799.43;CONGELADOS ARIZA SL;2017;
CONLT20175500000044;congelados;INSTITUTO ARAGONÉS DE LA JUVENTUD;Abierto;Suministros;29548.27;21566.5;DISTRIBUCIONES RODRIGO S.A.;2017;
CONLT20175300000482;aceite 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;8725;8337;CORPORACION ALIMENTARIA GUISSONA SA;2017;
CONLT20175300000484;carne; quesos y embutidos 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;48240;41822.81;CORPORACION ALIMENTARIA GUISSONA SA;2017;
CONLT20175300000485;coloniales y ultramarinos 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;30385.14;26676.04;SUCESORES DE AGUSTIN PLA S.L.;2017;
CONLT20175300000486;congelados y reposteria hornear 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;36606.8;32741.95;DISTRIBUCIONES RODRIGO S.A.;2017;
CONLT20175300000488;frutas y verduras 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;45951.3;38535.75;RODES Y CORTES SL;2017;
CONLT20175300000489;gelatinas 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;15399.6;14194.4;SUCESORES DE AGUSTIN PLA S.L.;2017;
CONLT20175300000490;huevos 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;3150;2500;CORPORACION ALIMENTARIA GUISSONA SA;2017;
CONLT20175300000491;leche 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;25342;18599;CORPORACION ALIMENTARIA GUISSONA SA;2017;
CONLT20175300000492;pan y pasteleria 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;10235;9825.9;PANIFICADORA CASTELLANA S.A.;2017;
CONLT20175300000495;repostería industrial 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;3951;3731;SUCESORES DE AGUSTIN PLA S.L.;2017;
CONLT20175300000496;yogures y postres 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Suministros;8993.1;7282.3;CORPORACION ALIMENTARIA GUISSONA SA;2017;
CONAD20171800001156;seguridad archivo hº prov. huesca 2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Servicios;5828.2;5314.16;CIA VIGILANCIA ARAGONESA S.L.;2017;
CONMY20171800001042;prestación servicio tte. escolar huesca cursos 2016/2017. ruta 115;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;21360;21039.6;MUR FAÑANAS SANTIAGO;2017;
CONMY20177100000115;mantenimiento climatizacion; grupos y alta tension ast_2017_006;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;49900;46479.95;MONTAJES ELECTRICOS GARCIA SL;2017;
CONMY20175400000078;1701 asistencia telefonica a mujeres victimas violencia;INSTITUTO ARAGONÉS DE LA MUJER;Abierto;Servicios;51600;46000;SERVICIOS DE TELEASISTENCIA S.A.;2017;
CONAD20175300000416;suministro gas canalizado año 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Restringido;Suministros;37190.08;37190.08;REDEXIS GAS S.A.;2017;
CONAD20171800001157;seguridad museo huesca 2016;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Servicios;8018.1;7334.28;CIA VIGILANCIA ARAGONESA S.L.;2017;
CONAD20171800001158;seguridad museo pedagogico aragon (huesca) 2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Servicios;15553.2;14228.16;CIA VIGILANCIA ARAGONESA S.L.;2017;
CONMY20177100000117;asistencia tecnica proyecto open data ast_2017_018;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;91075;78750;DELOITTE CONSULTING S.L.;2017;
CONMY20177100000121;mantenimiento sais ast_2017_017;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;25900;25811.81;VERTIV SPAIN S.A.U.;2017;
CONMY20171200000121;mantenimiento de aplicaciones informáticas de gestión tributaria;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Servicios;187320;143000;SERIKAT CONSULTORIA E INFORMATICA;2017;
CONMY20175200000817;servicio de mantenimiento y soporte sistema de informacion gacela;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;61500;61500;OESIA NETWORKS SL;2017;
CONAD20171800001173;limpieza archivo hº provincial huesca enero-diciembre 2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Servicios;42200.83;29917.68;LIMPIEZA ACONDIC RESTAURAC EDI;2017;
CONAD20175300000828;suministro energia electrica 22 enero a 31 dicbre 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;92561.98;92561.98;ENDESA ENERGIA S.A.;2017;
CONAD20171700000001;conad 01/2017: encargo ast trimestre 2017 tdt;INNOVACIÓN; INVESTIGACIÓN Y UNIVERSIDAD;Por administración;Servicios;116794.04;116794.04;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONAD20171300000001;mantenimiento y gestion durante el año 2017 de la pagina web;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Negociado;Servicios;17500;16680;IMAR EVENTOS Y COMUNICACION S.L.L.;2017;
CONMY20175300000646;servicio prevención de infecciones y reposición ambientadores;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Servicios;20621.99;13425.13;RENTOKIL INITIAL ESPAÑA S.A.;2017;
CONMY20171700000060;conmy 14/2016: exp. instalaciones eléctricas y registro instalaciones;INNOVACIÓN; INVESTIGACIÓN Y UNIVERSIDAD;Abierto;Servicios;200847.27;135976;EUROHELP CONSULTING S.L.;2017;
CONMY20175300000598;alimentación centro de dia de fraga 2017;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Servicios;37661.25;37056.25;ALMIRON LUQUE LEONCIA;2017;
CONAD20171400000607;146 zb71601 acciones plan recuperación margaritífera aragón;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;162528.34;162528.34;SDAD ARAGONESA DE GESTION;2017;
CONAD20171800001174;limpieza museo de huesca enero-diciembre 2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Servicios;31824.37;30402.58;LIMPIEZA ACONDIC RESTAURAC EDI;2017;
CONAD20175300000833;suministro energia electrica ene 2017 - ene 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;66115.7;66115.7;ENDESA ENERGIA S.A.;2017;
CONMY20171800000876;redacción proyecto ies de villanueva de gállego;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;154409.16;100000;ARQUITECTURA METROPOLITANA;2017;
CONAD20175300000604;servicio de limpieza centros dependientes d.p.;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Servicios;815951.66;641767.38;DISTRIVISUAL S.L.;2017;
CONMY20171200000083;mantenimiento y asistencia serpa y serpa-salud;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Servicios;551948.05;535389.6;UTE-IECISA-IBERMATICA/SERPA SERPA;2017;
CONAD20171200000111;suministro energía eléctrica avda. juan xxiii; 2 de huesca;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;51013.25;51013.25;ENDESA ENERGIA S.A.;2017;
CONLT20171800000537;ruta 14/epes/h/2013;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;52018.72;52018.73;IRIGOYEN LAMARCA LUIS ALBERTO;2017;
